concept,label
baptismByWater,baptism by water
bards,bards
bearingHolyWitness,bearing holy witness
candor,candor
clouds,clouds
coolness,coolness
defeatOfAnEnemy,defeat of an enemy
haven,haven
heavenlyLove,heavenly love
heavenlyTruth,heavenly truth
heraJuno,Hera/Juno
hurt,hurt
justiceUntemperedByLove,justice untempered by love
lossOfLove,loss of love
nonEroticTenderLove,"non-erotic, tender love"
occasionallyARoyalColor,occasionally a royal color
philosophicalSerenity,philosophical serenity
rightWingPolitics,right-wing politics
royalists,royalists
saidToSoakUpSunRaysAndCauseAStorm,said to soak up sun rays and cause a storm
sometimesChristInHisEarthlyMinistry,sometimes Christ in his earthly ministry
spotlessReputation,spotless reputation
surreality,surreality
theAzureDragonOfTheEast,the Azure Dragon of the East
theCoolnessOfTheHeavensAboveAndTheWatersBelow,the coolness of the heavens above and the waters below
theLeastSubstantialOfTheColors,the least substantial of the colors
theSixthHeaven,the sixth heaven
theSpiritOfMan,the spirit of man
theStarryVault,the Starry Vault
theUnveilingOfTruth,the unveiling of truth
theWhigParty,the Whig party
theWisdomOfTheDharmaDhatu,the wisdom of the Dharma-Dhatu
timeAndSpace,time and space
witchesAbout,witches about
akshobhya,Akshobhya
calmness,calmness
despondency,despondency
expiation,expiation
fairness,fairness
folly,folly
foundation,foundation
halfMourning,half-mourning
intelligenceOrderAndUnity,"intelligence, order, and unity"
mediation,mediation
passivity,passivity
poets,poets
potentiality,potentiality
purificationOfTheMind,purification of the mind
puritanism,Puritanism
sanctification,sanctification
south,South
spirituality,spirituality
willfulRefusalToSeeOrUnderstand,willful refusal to see or understand
difficulty,difficulty
anUrbanLegendThatLickAndStickBlueStarsLacedWithLsdWereGivenToSchoolChildrenToGetThemHooked,an urban legend that lick-and-stick blue stars laced with LSD were given to school children to get them hooked
awardedToMilitaryHeroes,awarded to military heroes
charonSBoatOnTheStyx,Charon’s boat on the Styx
cruelPrincesAndRulers,cruel princes and rulers
divineAnger,divine anger
formOfCianInHisEscape,form of Cian in his escape
harvest,harvest
infiniteCelestialVirtues,infinite celestial virtues
irrationalUrgeTowardSuicide,irrational urge toward suicide
lastAnimalOfTheZodiac,last animal of the zodiac
lowAnimalNature,low animal nature
pessimisticView,pessimistic view
sacredToLug,sacred to Lug
sacrificeToDerga,sacrifice to Derga
shintoWakenokiyomaroShrines,Shinto Wakenokiyomaro shrines
sinsOfTheFlesh,sins of the flesh
steedOfOdinFreyFreyja,"steed of Odin, Frey, Freyja"
steedOfWarDeities,steed of war deities
stoneForA10ThWeddingAnniversary,stone for a 10th wedding anniversary
stoneForA65ThWeddingAnniversary,stone for a 65th wedding anniversary
theEnemyOfIsrael,the enemy of Israel
theFrenchRite,the French Rite
theHumanHead,the human head
thePowerOfTheSkyGod,the power of the sky god
theScottishRite,the Scottish Rite
theWealthOfTheForest,the wealth of the forest
usaHachiman,Usa-hachiman
vimalanatha,Vimalanatha
warriorQualities,warrior qualities
willFightToTheDeath,will fight to the death
aSacredAnimal,a sacred animal
brutality,brutality
east,east
east,East
erToshtuk,Er Toshtuk
gluttony,gluttony
gluttony,Gluttony
hospitality,hospitality
hospitality,Hospitality
huntingProwess,hunting prowess
impossibility,impossibility
intrepidness,intrepidness
licentiousness,licentiousness
lustPersonified,Lust personified
magic,magic
makeOneTakeAPessimisticView,make one take a pessimistic view
messengerOfTheGods,messenger of the gods
ravens,ravens
skyDeities,sky deities
spiritualAuthority,spiritual authority
stoneForA4ThWeddingAnniversary,stone for a 4th wedding anniversary
tears,tears
theRepublicanParty,the Republican party
theRepublicanParty,the Republican Party
theSouthernFaceOfMountMeru,the southern face of Mount Meru
theSpirit,the spirit
theSpirit,the Spirit
theCaptureOfFleetsAndCities,the capture of fleets and cities
4thWeddingAnniversaries,4th wedding anniversaries
akashicRecords,akashic records
andOtherSaintsFamousForTheirLearning,and other saints famous for their learning
anExtremeState,an extreme state
atet,Atet
aVenture,a venture
accessToImmortality,access to immortality
authors,authors
cyprian,Cyprian
heavenlyLight,heavenly light
meleager,Meleager
oneSAttitudesIdeas,"one’s attitudes, ideas"
princeNinigi,Prince Ninigi
secretOrDivineKnowledge,secret or divine knowledge
spiritualOrMysticalPower,spiritual or mystical power
stChrysostom,St. Chrysostom
theCreation,the Creation
theDoctorsOfTheChurch,the Doctors of the Church
theEssential,the essential
theIndestructiblePartOfMan,the indestructible part of man
theThroneOfAGod,the throne of a god
theTotalityOfGodSDecrees,the totality of God’s decrees
theVirtues,the Virtues
theWarriorIsScipio,the warrior is Scipio
theWombOrCradleRediscovered,the womb or cradle rediscovered
varah,Varah
vehicleToTheAfterlife,vehicle to the afterlife
augustine,Augustine
bernardOfClairvaux,Bernard of Clairvaux
bonaventure,Bonaventure
clio,Clio
faithPersonified,Faith personified
fury,fury
fury,Fury
prophets,prophets
resoluteness,resoluteness
sacredToAresMars,sacred to Ares/Mars
scholarship,scholarship
spiritualPower,spiritual power
ssAnne,SS Anne
stAmbrose,St. Ambrose
stAthanasius,St. Athanasius
stBartholomew,St. Bartholomew
stIgnatiusOfLoyola,St. Ignatius of Loyola
stJanuarius,St. Januarius
stJerome,St. Jerome
stJohn,St. John
stJulianTheHospitator,St. Julian the Hospitator
stMatthias,St. Matthias
stThomas,St. Thomas
teaching,teaching
theAntiChrist,the Anti-Christ
theApostles,the Apostles
theArchangelUriel,the archangel Uriel
theAshvins,the Ashvins
theHumanBody,the human body
theKoran,the Koran
theMicrocosm,the microcosm
thePriestlyCaste,the priestly caste
theSibyls,the sibyls
theSupernatural,the supernatural
theTransitory,the transitory
theWhiteTara,the white Tara
theWhiteTara,the White Tara
thomasAquinas,Thomas Aquinas
trees,trees
virtues,virtues
virtues,Virtues
warfare,warfare
wheels,wheels
abdication,abdication
ankou,Ankou
aSettledWayOfLife,a settled way of life
connectionBetweenWorlds,connection between worlds
deathOfAKing,death of a king
despoiling,despoiling
governor,governor
happy,happy
israelSOldTestamentCaptivityAndForcedLabor,Israel’s Old Testament captivity and forced labor
lifeGivingPower,life-giving power
linkBetweenThePerceptibleAndTheImperceptible,link between the perceptible and the imperceptible
lowerClassUpstart,lower class upstart
mami,Mami
manAsMediator,man as mediator
mardukCreatedBricksImmediatelyAfterEarthWaterAndLife,"Marduk created bricks immediately after earth, water, and life"
powerOfTheSpirit,power of the spirit
prisonerSFood,prisoner’s food
releasesItsSoulSoThatTheDeadCanTakeItToTheNextWorld,releases its soul so that the dead can take it to the next world
righteousnessAsADefense,righteousness as a defense
sappingStrengthPower,"sapping strength, power"
stDonatusOfArezzo,St. Donatus of Arezzo
stTitus,St. Titus
substance,substance
theChurchAndChristRespectively,the Church and Christ respectively
theDivineElementInManBreathingAssimilationOfSpiritualPower,the divine element in man breathing assimilation of spiritual power
theSevenDutiesOfTheFaith,the seven duties of the faith
theSpiritOfGod,the spirit of God
theTransientInsubstantialElusive,"the transient, insubstantial, elusive"
transitionFromOneStateOfBeingToAnother,transition from one state of being to another
birth,birth
ssBernardOfClairvaux,SS Bernard of Clairvaux
theFaithful,the faithful
thePapacy,the papacy
thrift,thrift
cannonBall,cannon ball
Ignorance,ignorance
OrJustABridleByItselfLaw,(or just a bridle by itself ) law
appealForPardon,appeal for pardon
earth,earth
earth,Earth
evilGenii,evil Genii
fertileLand,fertile land
forbearance,forbearance
germinalStageOfAProcess,germinal stage of a process
liturgicalColorForMaundyThursdayGoodFridayMassesForTheDead,"liturgical color for Maundy Thursday, Good Friday, masses for the dead"
malkut,Malkut
mineralLife,mineral life
oceanDepths,ocean depths
religiousAuthority,religious authority
rulerOfTheSpiritualWorld,ruler of the spiritual world
sensualAndDownwardMovement,sensual and downward movement
spiritualizedMentalQualities,spiritualized mental qualities
stAsaph,St. Asaph
tamas,tamas
theAbbasids,the Abbasids
theAbsenceOfColor,the absence of color
theAntithesisOfWhiteColor,"the antithesis of white, color"
theArcane,the arcane
theColorOfVishnu,the color of Vishnu
theColorToWhichAllColorsLead,the color to which all colors lead
theConsecratedHostDistributedWithoutLove,the consecrated Host distributed without love
theDarkAspectOfKaliDurga,"the dark aspect of Kali, Durga"
theDarknessOfBondage,the darkness of bondage
theExistential,the existential
theFirstStageOfTheGreatWork,the first stage of the Great Work
theGuelphs,the Guelphs
theHiddenCenter,the hidden center
theKingdom,the Kingdom
theNorthSouthAxisOfTheWorld,the North-South axis of the world
thePersonificationsOfTemperance,the personifications of Temperance
worldlyInterestsAndCares,worldly interests and cares
8,-8
8,-8-
8,8
abyss,abyss
anubis,Anubis
aPriest,a priest
aSiren,a siren
castor,Castor
corruption,corruption
depression,depression
dissolution,dissolution
divineEssence,divine essence
dryness,dryness
error,error
error,Error
fermentation,fermentation
fertilityGoddesses,fertility goddesses
fortune,fortune
fortune,Fortune
gravity,gravity
instinct,instinct
instinct,Instinct
jupiterPlanet,Jupiter (planet)
loyalty,loyalty
matter,matter
mercuryPlanet,Mercury (planet)
abilityToSeePastTheVanitiesOfTheWorldToDeeperTruths,ability to see past the vanities of the world to deeper truths
aSacredStoneOfTheGods,a sacred stone of the gods
belisarius,Belisarius
bias,bias
birthstoneOfMarch,birthstone of March
christSRedemptionOfMan,Christ’s redemption of man
colorsOfSatan,colors of Satan
ahPuch,Ah Puch
derelictionOfDuty,dereliction of duty
euphemismForCastration,euphemism for castration
fourteenthWeddingAnniversaries,fourteenth wedding anniversaries
gamr,Gamr
indicationOfHeightenedOrSupernaturalPowers,indication of heightened or supernatural powers
innerWithdrawal,inner withdrawal
johnTheBaptistAtTheirExecutions,John the Baptist at their executions
josephSGarmentShownToJacob,Joseph’s garment shown to Jacob
lackOfSpiritualPerception,lack of spiritual perception
mentalityImmersedInTheConcernsOfTheLowerLife,mentality immersed in the concerns of the lower life
moralOrSpiritualBlindness,moral or spiritual blindness
powersOfTheSun,powers of the sun
punishmentOfDeities,punishment of deities
rejuvenatingForce,rejuvenating force
signOfALie,sign of a lie
ssPaul,SS Paul
theBlindnessOfSecularLove,the blindness of secular love
theBlindOldWomanInTheRoundOfExistenceShowsAbsenceOfKnowledgeIgnoranceLeadingToDeath,"the blind old woman in the Round of Existence shows absence of knowledge, ignorance leading to death"
theMindNotAwakenedByTheSpirit,the mind not awakened by the spirit
thePersonificationsOfIdolatry,the personifications of Idolatry
theRedSpotsWereSaidToBeChristSBloodFromTheCrownOfThorns,the red spots were said to be Christ’s blood from the Crown of Thorns
theUndiscerning,the undiscerning
usedToBurnWitches,used to burn witches
aFool,a fool
aries,Aries
avarice,avarice
avarice,Avarice
avaricePersonified,Avarice personified
carelessness,carelessness
granterOfWishes,granter of wishes
guilt,guilt
heat,heat
homer,Homer
invulnerability,invulnerability
pridePersonified,Pride personified
randomness,randomness
sages,sages
solarEnergy,solar energy
stGregoryTheGreat,St. Gregory the Great
theIrrational,the irrational
thePassover,the Passover
theTunicOfNessus,the tunic of Nessus
change,change
connectionBetweenHeavenAndEarth,connection between heaven and earth
dependability,dependability
expectation,expectation
freshness,freshness
inexperience,inexperience
injustice,injustice
magistrate,magistrate
melchizidek,Melchizidek
micah,Micah
motherhood,motherhood
nemesis,Nemesis
permanence,permanence
possessedMagicalPowers,possessed magical powers
priests,priests
separation,separation
spiritualInsight,spiritual insight
stAgathaOfSicily,St. Agatha of Sicily
stBenedict,St. Benedict
stDonatus,St. Donatus
theBodyOfChrist,the body of Christ
theBodyOfChrist,the Body of Christ
theDeathOfChristSBody,the death of Christ’s body
theLunarCycle,the lunar cycle
uselessness,uselessness
fukurokujiu,Fukurokujiu
ambroseEspeciallyWithTwoScourges,Ambrose (especially with two scourges)
aMonasticCommunity,a monastic community
aReminderOfWorldlySorrows,a reminder of worldly sorrows
aStupidPerson,a stupid person
aWomanWhoWasNotStungWhenThrownIntoBeesWasAVirgin,a woman who was not stung when thrown into bees was a virgin
beethoven,Beethoven
bestowersOfEloquenceAndSong,bestowers of eloquence and song
chasteVirgins,chaste virgins
christianVigilance,Christian vigilance
christianZealInAcquiringVirtue,Christian zeal in acquiring virtue
chrysostom,Chrysostom
assyria,Assyria
breathOfLife,breath of life
bureaucracy,bureaucracy
creativeActivity,creative activity
earthSoul,earth soul
governmentInGoodOrder,government in good order
harbingerOfAStranger,harbinger of a stranger
harmoniousLiving,harmonious living
lifeReducedToSmallness,life reduced to smallness
marySVirginity,Mary’s virginity
maternalProtection,maternal protection
messengersOfOakAndThunderGods,messengers of oak and thunder gods
messengersToTheSpiritWorld,messengers to the spirit world
monarchy,monarchy
napoleon,Napoleon
secretWisdomComingFromTheOtherWorld,secret wisdom coming from the other world
societyThrivingOnRapacity,society thriving on rapacity
stars,stars
stars,Stars
sundown,sundown
theCarolingians,the Carolingians
theOrderedAndPiousCommunity,the ordered and pious community
thePharaohOfLowerEgypt,the pharaoh of Lower Egypt
theRisenChrist,the risen Christ
theSoulLeavingTheBodyAtDeath,the soul leaving the body at death
wellBeing,well-being
wellGovernedIndustry,well-governed industry
workshop,workshop
cybele,Cybele
diligence,diligence
eloquence,eloquence
erosCupid,Eros/Cupid
goodOrder,good order
harmlessness,harmlessness
hopePersonified,Hope personified
nantosuelta,Nantosuelta
omegaPhiAlpha,Omega Phi Alpha
protectiveMotherhood,protective motherhood
regalPower,regal power
religiousEloquence,religious eloquence
rhea,Rhea
soma,soma
soma,Soma
theEvilEye,the evil eye
abrahamAndIsaac,Abraham and Isaac
actionAsAMeansOfEffectingTheWill,action as a means of effecting the will
aSheepThief,a sheep thief
basenessInComparisonToGoldOrSilver,baseness in comparison to gold or silver
bridalFestivities,bridal festivities
careAndNurture,care and nurture
christSDivinity,Christ’s Divinity
americaPersonifiedBothContinents,America personified (both continents)
constancyPersonified,Constancy personified
coverForCorpsesAtFunerals,cover for corpses at funerals
dentists,dentists
entranceToHadesHell,"entrance to Hades, hell"
eternalAndAffectionateRemembrance,eternal and affectionate remembrance
fireAndLightning,fire and lightning
foodOfThePoor,food of the poor
marksmanship,marksmanship
martyrdomEspeciallyABranchWithThorns,"martyrdom, (especially a branch with thorns)"
mayTakeThePlaceOfAMagicWand,may take the place of a magic wand
obstinateResistance,obstinate resistance
aFruitOfParadiseAndTheBlessed,a fruit of Paradise and the blessed
allegoryOfAir,allegory of Air
beautyAlwaysNew,beauty always new
cheerfulnessUnderMisfortune,cheerfulness under misfortune
christBearingTheSinsOfMankind,Christ bearing the sins of mankind
conflictBetweenThePowersOfLightAndDark,conflict between the powers of light and dark
conjunctionOfTheConsciousAndTheUnconscious,conjunction of the conscious and the unconscious
coolSplendor,cool splendor
existenceAsAFieldOfActionOfOpposingForces,existence as a field of action of opposing forces
femininePrinciple,feminine principle
focus,focus
frugalityPersonified,Frugality personified
fullness,fullness
harbingerOfBeneficentChange,harbinger of beneficent change
hilary,Hilary
imperialPride,imperial pride
joviality,joviality
manifestationAndReabsorption,manifestation and reabsorption
merriment,merriment
naturalAndRestrainedSpontaneity,natural and restrained spontaneity
naturalSimplicity,natural simplicity
oneSInnerSelf,one’s inner self
perfectFaithAndBelief,perfect faith and belief
rendezvous,rendezvous
scholarliness,scholarliness
statePriorToOriginalSin,state prior to Original Sin
StMaryMagdaleneOfPazzi,St. Mary Magdalene of Pazzi
StTeresa,St. Teresa
stVincentDepaul,St. Vincent DePaul
sweetnessEspeciallySweetnessOfCharacterDerivedFromGoodWorks,"sweetness, especially sweetness of character derived from good works"
theDelightOfTheBlessed,the delight of the blessed
theHigherTransformationOfTheIndividual,the higher transformation of the individual
theHolyInnocents,the Holy Innocents
theLifeOfEase,the life of ease
thePreconscious,the preconscious
theSaintIsStNicholasOfMyra,the saint is St. Nicholas of Myra
theSearchForTheInnerLife,the search for the inner life
theSexesMeetingOnEqualTerms,the sexes meeting on equal terms
theStatesman,the statesman
theWarriorSCalling,the warrior’s calling
unityWithNature,unity with nature
warningOfAStorm,warning of a storm
cheerfulness,cheerfulness
conflict,conflict
dawn,dawn
difficultPassage,difficult passage
easter,Easter
forgetfulness,forgetfulness
frugality,frugality
goodWorks,good works
ingratitude,ingratitude
intermediaryBetweenHeavenAndEarth,intermediary between heaven and earth
optimism,optimism
personificationOfSummer,personification of Summer
potentialities,potentialities
regalBeauty,regal beauty
salt,salt
ssAugustine,SS Augustine
stChristopherCarryingTheChristChild,St. Christopher carrying the Christ child
stVeronica,St. Veronica
theBitternessOfBondage,the bitterness of bondage
theChristChild,the Christ child
theEternal,the eternal
theFuture,the future
min,Min
nothingness,nothingness
ordeal,ordeal
penance,penance
stBoniface,St. Boniface
theSky,the sky
theSpiritualPrinciple,the spiritual principle
primordialChaos,primordial chaos
primordialChaos,primordial Chaos
primordialDarkness,primordial darkness
rebellion,rebellion
sadness,sadness
saturnPlanet,Saturn (planet)
shame,shame
reliability,reliability
vicePersonified,Vice personified
aMaleChild10To20YearsOld,a male child 10 to 20 years old
aSirenMythology,a siren (mythology)
auspiciousness,auspiciousness
Depravity,depravity
angel,angel
ascentToHeaven,ascent to heaven
aSimurg,a simurg
divineAssistance,divine assistance
divineFreedom,divine freedom
divineManifestation,divine manifestation
doublingOfStrength,doubling of strength
forewarning,forewarning
friendshipAmongTheGods,friendship among the gods
heraJunoPersonifyingAir,Hera/Juno personifying Air
magicalTravel,magical travel
manSContrariness,man’s contrariness
messageFromHeaven,message from heaven
omenOfAnImportantEvent,omen of an important event
omenOfDefeat,omen of defeat
overwhelmingTrials,overwhelming trials
sometimesEquatedWithThePhoenix,sometimes equated with the phoenix
sometimesTheOriginOfTheFirstMan,sometimes the origin of the first man
soulsAbidingWithChrist,souls abiding with Christ
soulsInParadise,souls in Paradise
soulsOfTheFaithfulLivingOnTheTreeOfLife,souls of the faithful living on the Tree of Life
spiritOfTheDead,spirit of the dead
steedOfAgni,steed of Agni
stWilliamOfAquitaine,St. William of Aquitaine
supernaturalAid,supernatural aid
theAbilityToCommunicateWithTheGodsAndOrToEnterAHigherStateOfConsciousness,the ability to communicate with the gods and/or to enter a higher state of consciousness
theBuddha,the Buddha
theHappyOtherworld,the happy otherworld
thePersonificationOfTouch,the personification of Touch
theSoulsOfInfidels,the souls of infidels
theSpiritFreedFromTheBody,the spirit freed from the body
usuallyTheSolarYangPrincipleLongevityLuck,"usually the solar yang principle, longevity, luck"
vehicleOfVishnu,vehicle of Vishnu
vucubCaquix,Vucub Caquix
aSoulOfTheDead,a soul of the dead
elijah,Elijah
eternalBliss,eternal bliss
imagination,imagination
lightheartedness,lightheartedness
magicPower,magic power
malevolence,malevolence
masculinity,masculinity
messenger,messenger
souls,souls
spiritualization,spiritualization
stLeonard,St. Leonard
stThomasBecket,St. Thomas Becket
theCreativePrinciple,the creative principle
theGods,the gods
theImagination,the imagination
theImmortals,the immortals
theImmortals,the Immortals
theMind,the mind
theFather,the father
theKing,the king
theMasculine,the masculine
thor,Thor
tyranny,tyranny
venerealDisease,venereal disease
heresy,heresy
heresy,Heresy
majesty,majesty
anExcommunicatedPerson,an excommunicated person
aScholar,a scholar
burden,burden
eatenOnGoodFriday,eaten on Good Friday
originallyTheMoonAndItsFourQuarters,originally the moon and its four quarters
pirateBooty,pirate booty
problem,problem
sendsTheirSoulsToHeavenSoThatTheyMayBeReborn,sends their souls to heaven so that they may be reborn
steedOfAshur,steed of Ashur
steedOfRammanAdad,"steed of Ramman, Adad"
sunTheCreativeResurgenceOfSpring,"sun, the creative resurgence of Spring"
theFirstAnimalCreatedAndTheGermOfAllLaterCreation,the first animal created and the germ of all later creation
theGodMen,the god Men
theGreatGod,the Great God
theMightOfGod,the might of God
theMinotaur,the Minotaur
theMoonAndTheFertilityOfRainClouds,the moon and the fertility of rain clouds
theMoralSelf,the moral self
theProcreativePowerOfNature,the procreative power of nature
theReproductiveForceOfNature,the reproductive force of nature
theRobeOfResurrection,the robe of resurrection
theSolarGod,the solar god
theUnleashingOfViolence,the unleashing of violence
theZodiacalYear,the zodiacal year
treatmentForInsanity,treatment for insanity
unconsciousBeauty,unconscious beauty
usuallyTheMasculinePrincipleInNatureAndConnectedWithTheSolarButItAlsoCanSymbolizeTheEarthAndBeConnectedWithTheLunar,"usually the masculine principle in nature and connected with the solar, but it also can symbolize the earth and be connected with the lunar"
victoryOverManSAnimalNature,victory over man’s animal nature
worldBearer,world-bearer
yamaAlsoShownAsAManWithABullHead,Yama (also shown as a man with a bull head)
ambrose,Ambrose
aresMars,Ares/Mars
ariadne,Ariadne
baal,Baal
bruteStrength,brute strength
dionysus,Dionysus
earthquakes,earthquakes
el,El
enlil,Enlil
europa,Europa
ezekiel,Ezekiel
geb,Geb
generosity,generosity
gilgamesh,Gilgamesh
hadad,Hadad
imitation,imitation
indignation,indignation
kinglyPower,kingly power
magnanimity,magnanimity
nut,nut
nut,Nut
ormuzd,Ormuzd
poseidon,Poseidon
selfDenial,self-denial
sinMythology,Sin (mythology)
sitala,Sitala
speed,speed
speed,Speed
ssSylvester,SS Sylvester
stLuke,St. Luke
storm,storm
penetratingInquisitiveness,penetrating inquisitiveness
putti,putti
stAntipas,St. Antipas
stPerpetua,St. Perpetua
sweetThoughts,sweet thoughts
theBowIsTheMindThatDispatchesTheArrowsOfTheFiveSenses,the bow is the mind that dispatches the arrows of the five senses
theEssenceOfBuddha,the essence of Buddha
theGreatAwakening,the Great Awakening
theGreatWisdomTree,the Great Wisdom Tree
theMeansOfSustainingLifeAndSoul,the means of sustaining life and soul
theSublimationOfDesire,the sublimation of desire
theSustainerOfLife,the sustainer of life
theTreeUnderWhichTheBuddhaAttainedEnlightenment,the tree under which the Buddha attained enlightenment
tribute,tribute
usedToCoverCorpsesAtFunerals,used to cover corpses at funerals
usedToShootArrowsInTheFourDirectionsToDestroyEvil,used to shoot arrows in the four directions to destroy evil
visibleAndManifestLife,visible and manifest life
warPower,war power
amitabha,Amitabha
anu,Anu
boldness,boldness
communion,communion
communion,Communion
demeter,Demeter
drought,drought
durability,durability
esau,Esau
fever,fever
flagellation,flagellation
gallantry,gallantry
goodness,goodness
graveDecoration,grave decoration
hardness,hardness
isaiah,Isaiah
logic,logic
logic,Logic
meditation,meditation
mentality,mentality
offspring,offspring
orion,Orion
renewalOfYouth,renewal of youth
sacredCenter,sacred Center
sacredCenter,Sacred Center
scourge,scourge
seleneLuna,Selene/Luna
shamelessness,shamelessness
stEustace,St. Eustace
submission,submission
theArchangelsAnael,the archangels Anael
thePersonificationsOfSpring,the personifications of Spring
willPower,will power
zadkiel,Zadkiel
togethernessUnderHeavenlyRule,togetherness under heavenly rule
ushas,Ushas
voracity,voracity
womanSLove,woman’s love
thalia,Thalia
theAtonement,the Atonement
theCreator,the creator
theCreator,the Creator
theDualityOfNature,the duality of nature
theEarthly,the earthly
theFourRiversOfParadise,the four rivers of Paradise
theFourWinds,the four winds
theFourWindsCardinalDirections,"the four winds, cardinal directions"
taurus,Taurus
scrofula,scrofula
agony,agony
anAbbotOrAbbess,an abbot or abbess
calvary,Calvary
crucifixion,crucifixion
divineLeadership,divine leadership
doomForTheMalefactor,doom for the malefactor
episcopalJurisdictionAndAuthority,episcopal jurisdiction and authority
finishedRedemption,finished redemption
fireSticksOfAgni,fire sticks of Agni
giles,Giles
inHeraldry,in heraldry
manSLongingForTheHigherWorld,man’s longing for the higher world
occasionallySsBernard,occasionally SS Bernard
pastoralLife,pastoral life
pastoralOffice,pastoral office
powerToDrawSoulsToGodAndToGoadTheSlothfulTheHookedEndIsForPullingAndThePointedEndIsForProdding,"power to draw souls to God and to goad the slothful (the hooked end is for pulling, and the pointed end is for prodding)"
protectionInChildbirth,protection in childbirth
salvationThroughChristSSacrifice,salvation through Christ’s sacrifice
serviceInTheCrusade,service in the Crusade
ssLouisOfFrance,SS Louis of France
theAxisOfTheEquinox,the axis of the equinox
theAxisOfTheWheelOfLawAndRoundOfExistence,the axis of the Wheel of Law and Round of Existence
theBalanceOfPerfection,the balance of perfection
theCimmereanSibyl,the Cimmerean sibyl
theCommonGood,the common good
theCorrectionOfVices,the correction of vices
theDescentOfSpiritIntoMatter,the descent of spirit into matter
theExpansionOfBeing,the expansion of being
theFourDirectionsInWhichTheSunShines,the four directions in which the sun shines
theFourElementsOfTheWorldUnited,the four elements of the world united
theGangesRiver,the Ganges River
theHumanForm,the human form
theMoonGoddess,the moon goddess
theNaturalOrderOfTheElements,the natural order of the elements
theNegative,the negative
theShepherdSWatchfulness,the shepherd’s watchfulness
theSixPhasesOfTimeAndOfWorldDuration,the six phases of time and of world duration
theSufferingOfExistence,the suffering of existence
theSupremeIdentity,the Supreme Identity
theSupremeIdentityPerfectCommunionOfAllStatesOfBeing,"the Supreme Identity, perfect communion of all states of being"
woodFire,wood-fire
abbots,abbots
bishops,bishops
bridget,Bridget
christianFaith,Christian faith
creativePower,creative power
david,David
divinity,divinity
gammaPhiDeltaFraternity,Gamma Phi Delta (fraternity)
johnBerchmans,John Berchmans
jurisdiction,jurisdiction
lambdaChiAlpha,Lambda Chi Alpha
maidenhood,maidenhood
martin,Martin
moses,Moses
orpheus,Orpheus
pastoralAuthority,pastoral authority
pharaohs,pharaohs
polyphemus,Polyphemus
proteus,Proteus
quetzalcoatl,Quetzalcoatl
soothsayers,soothsayers
ssBenedict,SS Benedict
struggle,struggle
stZeno,St. Zeno
sylvester,Sylvester
stRomuald,St. Romuald
stVincentFerrer,St. Vincent Ferrer
suddenDeath,sudden death
theLibyanSibyl,the Libyan sibyl
thePresenceOfWitches,the presence of witches
stOnuphrius,St. Onuphrius
vanity,vanity
vanity,Vanity
zimbabwe,Zimbabwe
thePsyche,the psyche
psyche,psyche
psyche,Psyche
andProtectionFromHomesickness,and protection from homesickness
19thWeddingAnniversaries,19th wedding anniversaries
8th,8th
aFormOfTeshub,a form of Teshub
aFormOfTheLunarGodSin,a form of the lunar god Sin
aMan20To30YearsOfAge,a man 20 to 30 years of age
apis,Apis
apisDeity,Apis (deity)
aSacredMetal,a sacred metal
bata,Bata
carmelites,Carmelites
divinePowerAndStrength,divine power and strength
donnCuailnge,Donn Cuailnge
drabness,drabness
elDeity,El (deity)
elijahOnMtCarmel,Elijah on Mt. Carmel
fertilizingPower,fertilizing power
gugalanna,Gugalanna
hoax,hoax
houseOfPlantagenet,House of Plantagenet
lifeThroughDeath,life through death
linkedWithHeavenDeathSacrifice,"linked with heaven, death, sacrifice"
maleSexualDesireImpulsivity,"male sexual desire, impulsivity"
markOfRespectWelcome,"mark of respect, welcome"
mayIndicateTheWearerSTrade,may indicate the wearer’s trade
mnevis,Mnevis
nahum,Nahum
onceTheFoodOfThePoorNowConsideredHeartyAndHealthful,"once the food of the poor, now considered hearty and healthful"
oneOfTheAnimalsOfTheTwelveTerrestrialBranches,one of the animals of the Twelve Terrestrial Branches
passivePower,passive power
practicalKnowledge,practical knowledge
rejectedLove,rejected love
rishabhanatha,Rishabhanatha
risingPricesOrOptimismOnTheStockMarket,rising prices or optimism on the stock market
sacredToFreyja,sacred to Freyja
sacredToRa,sacred to Ra
simandhara,Simandhara
soulOfTheWorld,soul of the world
spiritualDeath,spiritual death
spiritualDeathAndDegradation,spiritual death and degradation
theArchangelsZadkiel,the archangels Zadkiel
theNorthernRegion,the Northern region
theSungDynasty,the Sung dynasty
theThirdOrLowerRank,the third or lower rank
theWomanOfTheHouseIsNotAtHome,the woman of the house is not at home
unswervingJustice,unswerving justice
victorianLackOfEmotionOrSpirituality,Victorian lack of emotion or spirituality
virudhaka,Virudhaka
barrenness,barrenness
conservatism,conservatism
deathToTheWorld,death to the world
degradation,degradation
fortunePersonified,Fortune personified
franciscans,Franciscans
humbleness,humbleness
lightHeartedness,light heartedness
lightHeartedness,light-heartedness
neatness,neatness
noah,Noah
renunciationOfTheWorld,renunciation of the world
sandalphon,Sandalphon
servitude,servitude
stFlorian,St. Florian
theArchangelsLumiel,the archangels Lumiel
theHellesponticSibyl,the Hellespontic sibyl
theMaterialWorld,the material world
